EXPOILJET	Export process for kerosene (aviation fuel)	Export process for kerosene (aviation fuel)						
EXPOILKER	Export process for kerosene (heating oil)	Export process for kerosene (heating oil)						
EXPOILLFO	Export process for light fuel oil	Export process for light fuel oil						
EXPOILLPG	Export process for liquified petroleum gas	Export process for liquified petroleum gas						
EXPOILMSC	"Export process for miscellaneous petroleum products (naphta, lubricants, bitumen, petroleum coke, etc.)"	"Export process for miscellaneous petroleum products (naphta, lubricants, bitumen, petroleum coke, etc.)"						
EXPOILPET	Export process for petrol	Export process for petrol						
FC	fuel cell	fuel cell						
FLO_DELIV~2010	Delivery cost in 2010 (2010 prices)							
FLO_DELIV~2030	Delivery cost in 2030 (2010 prices)							
FLO_DELIV~2050	Delivery cost in 2050 (2010 prices)							
FLO_EMIS	Emissions per unit of activity							
FLO_FR~FX~	flow fraction - fixed - Winter Night	flow fraction - fixed - Winter Night						
FLO_FR~FX~	flow fraction - fixed - Winter Day	flow fraction - fixed - Winter Day						
FLO_FR~FX~	flow fraction - fixed - Winter Peak	flow fraction - fixed - Winter Peak						
FLO_FR~FX~	flow fraction - fixed - Winter Evening	flow fraction - fixed - Winter Evening						
FLO_FR~FX~	flow fraction - fixed - Spring Night	flow fraction - fixed - Spring Night						
FLO_FR~FX~	flow fraction - fixed - Spring Day	flow fraction - fixed - Spring Day						
FLO_FR~FX~	flow fraction - fixed - Spring Peak	flow fraction - fixed - Spring Peak						
FLO_FR~FX~	flow fraction - fixed - Spring Evening	flow fraction - fixed - Spring Evening						
FLO_FR~FX~	flow fraction - fixed - Summer Night	flow fraction - fixed - Summer Night						
FLO_FR~FX~	flow fraction - fixed - Summer Day	flow fraction - fixed - Summer Day						
FLO_FR~FX~	flow fraction - fixed - Summer Peak	flow fraction - fixed - Summer Peak						
FLO_FR~FX~	flow fraction - fixed - Summer Evening	flow fraction - fixed - Summer Evening						
FLO_FR~FX~	flow fraction - fixed - Autumn Night	flow fraction - fixed - Autumn Night						
FLO_FR~FX~	flow fraction - fixed - Autumn Day	flow fraction - fixed - Autumn Day						
FLO_FR~FX~	flow fraction - fixed - Autumn Peak	flow fraction - fixed - Autumn Peak						
FLO_FR~FX~	availability factor - fixed - Autumn Evening	availability factor - fixed - Autumn Evening						
FLO_SHAR~2010	Input share - fuel share in 2010							
FLO_SHAR~FX~2011	Input share - Fixed input fuel share in 2011							
FLO_SHAR~FX~2050	Input share - Fixed input fuel share in 2050							
FLO_SHAR~LO~2011	Input share - Lower bound fuel share in 2011							
FLO_SHAR~LO~2050	Input share - Lower bound fuel share in 2050							
FLO_SHAR~UP	Residual installed capacity							
FLO_SHAR~UP	Input share upper bound							
FLO_SHAR~UP~2011	Input share - Upper bound fuel share in 2011							
FLO_SHAR~UP~2050	Input share - Upper bound fuel share in 2050							
FLOSHAR~UP	Input share - Upper bound fuel share							
FLOSHAR~UP~0	Interpolation rule for flow share							
GEO	Geothermal energy	Geothermal energy						
GHGTOT	Total Greenhouse Gas accounting							
GW	GigaWatts							
HFCTOT	HFC (aggregate accounting system)	HFC (aggregate accounting system)						
HFO	heavy fuel oil 	heavy fuel oil 						
HYB 	hybrid	hybrid						
HYDDAM	Water energy (for hydro reservoir plants)	Water energy (for hydro reservoir plants)						
HYG	hydrogen	hydrogen						
HYG	Hydrogen	Hydrogen						
HYGBIOO	Bio-oil for hydrogen generation	Bio-oil for hydrogen generation						
HYGBPEL	Biomass pellets for hydrogen generation	Biomass pellets for hydrogen generation						
HYGCOA	Coal for hydrogen generation	Coal for hydrogen generation						
HYGELC	Electricity for hydrogen generation							
HYGELCSURP	Electricity for hydrogen generation (surplus renewable)							
HYGL	Generated hydrogen (before transport)	Generated hydrogen (before transport)						
HYGL-IGCC	"Generated hydrogen (can be used directly in electricity generation, without pipeline infrastructure)"	"Generated hydrogen (can be used directly in electricity generation, without pipeline infrastructure)"						
HYGLELC	Electricity for hydrogen generation	Electricity for hydrogen generation						
HYGLHPD	Hydrogen after distribution pipelines	Hydrogen after distribution pipelines						
HYGLHPT	Hydrogen after transmission pipelines	Hydrogen after transmission pipelines						
HYGLNGA	Natural gas for hydrogen generation	Natural gas for hydrogen generation						
HYGMSWINO	Inorganic municipal solid waste for hydrogen generation	Inorganic municipal solid waste for hydrogen generation						
HYGMSWORG	Organic municipal solid waste for hydrogen generation	Organic municipal solid waste for hydrogen generation						
HYL	Liquid hydrogen (before transport)	Liquid hydrogen (before transport)						
HYLTK	Liquid hydrogen from road tankers	Liquid hydrogen from road tankers						
IAM	Ammonia (demand commodity in Mt)	Ammonia (demand commodity in Mt)						
ICE	Internal Combustion Engine	Internal Combustion Engine						
ICH	Demand commodity for the other chemicals subsector (in PJ of useful energy)	Demand commodity for the other chemicals subsector (in PJ of useful energy)						
ICH00	"Existing demand technology for other chemicals (not an actual technology only transforms energy services (ICHHTH, ICHLTH, ICHDRY, ICHMOT, ICHREF, ICHOTH) into final demand commodity (ICH))"	"Existing demand technology for other chemicals (not an actual technology only transforms energy services (ICHHTH, ICHLTH, ICHDRY, ICHMOT, ICHREF, ICHOTH) into final demand commodity (ICH))"						
ICH01	"New demand technology for other chemicals (not an actual technology only transforms energy services (ICHHTH, ICHLTH, ICHDRY, ICHMOT, ICHREF, ICHOTH) into final demand commodity (ICH))"	"New demand technology for other chemicals (not an actual technology only transforms energy services (ICHHTH, ICHLTH, ICHDRY, ICHMOT, ICHREF, ICHOTH) into final demand commodity (ICH))"						
ICHAMMSR	steam reformer for ammonia production	steam reformer for ammonia production						
ICHAMMSR00	Existing steam reformer for ammonia production	Existing steam reformer for ammonia production						
ICHAMMSRA	autothermal steam reformer for ammonia production	autothermal steam reformer for ammonia production						
ICHAMMSRA01	New autothermal steam reformer for ammonia production	New autothermal steam reformer for ammonia production						
ICHAMMSRQ	steam reformer with CCS for ammonia production	steam reformer with CCS for ammonia production						
ICHAMMSRQ01	New steam reformer with CCS for ammonia production	New steam reformer with CCS for ammonia production						
ICHAMMSRS	steam reformer (standard) for ammonia production	steam reformer (standard) for ammonia production						
ICHAMMSRS01	New steam reformer (standard) for ammonia production	New steam reformer (standard) for ammonia production						
ICHCHPBIOG	CCGT CHP based on biogases	CCGT CHP based on biogases						
ICHCHPBIOG01	New CCGT CHP based on biogases	New CCGT CHP based on biogases						
ICHCHPBIOS	steam turbine CHP based on solid biomass	steam turbine CHP based on solid biomass						
ICHCHPBIOS00	Existing steam turbine CHP based on solid biomass	Existing steam turbine CHP based on solid biomass						
ICHCHPBIOS01	New steam turbine CHP based on solid biomass	New steam turbine CHP based on solid biomass						
ICHCHPCCGT	CCGT CHP based on natural gas	CCGT CHP based on natural gas						
ICHCHPCCGT01	New CCGT CHP based on natural gas	New CCGT CHP based on natural gas						
ICHCHPCCGTH	CCGT CHP based on hydrogen	CCGT CHP based on hydrogen						
ICHCHPCCGTH01	New CCGT CHP based on hydrogen	New CCGT CHP based on hydrogen						
ICHCHPCOA	steam turbine CHP based on coal	steam turbine CHP based on coal						
ICHCHPCOA00	Existing steam turbine CHP based on coal	Existing steam turbine CHP based on coal						
ICHCHPCOA01	New steam turbine CHP based on coal	New steam turbine CHP based on coal						
ICHCHPFCH	hydrogen fuel cell	hydrogen fuel cell						
ICHCHPFCH01	New hydrogen fuel cell	New hydrogen fuel cell						
ICHCHPGT	gas turbine CHP based on natural gas	gas turbine CHP based on natural gas						
ICHCHPGT01	New gas turbine CHP based on natural gas	New gas turbine CHP based on natural gas						
ICHCHPHFO	gas turbine CHP based on heavy fuel oil	gas turbine CHP based on heavy fuel oil						
ICHCHPHFO00	Existing gas turbine CHP based on heavy fuel oil	Existing gas turbine CHP based on heavy fuel oil						
ICHCHPLFO	gas turbine CHP based on light fuel oil	gas turbine CHP based on light fuel oil						
ICHCHPLFO00	Existing gas turbine CHP based on light fuel oil	Existing gas turbine CHP based on light fuel oil						
ICHCHPLPG	CHP based on liquified petroleum gas	CHP based on liquified petroleum gas						
ICHCHPLPG00	Existing CHP based on liquified petroleum gas	Existing CHP based on liquified petroleum gas						
ICHCHPLPG01	New CCGT CHP based on liquified petroleum gas	New CCGT CHP based on liquified petroleum gas						
ICHCHPNGA	CHP based on natural gas	CHP based on natural gas						
ICHCHPNGA00	Existing CHP based on natural gas	Existing CHP based on natural gas						
ICHCHPPRO	CCGT CHP based on by-products in the chemicals sector	CCGT CHP based on by-products in the chemicals sector						
ICHCHPPRO00	Existing CCGT CHP based on by-products in the chemicals sector	Existing CCGT CHP based on by-products in the chemicals sector						
ICHCHPPRO01	New CCGT CHP based on by-products in the chemicals sector	New CCGT CHP based on by-products in the chemicals sector						
ICHDRY	Drying / Separation services for the other chemicals subsector	Drying / Separation services for the other chemicals subsector						
ICHDRYBIOG	drying / separation technology based on biogas	drying / separation technology based on biogas						
ICHDRYBIOG01	New drying / separation technology based on biogas	New drying / separation technology based on biogas						
ICHDRYBIOG02	Advanced drying / separation technology based on biogas	Advanced drying / separation technology based on biogas						
ICHDRYBIOL	drying / separation technology based on liquid biomass	drying / separation technology based on liquid biomass						
ICHDRYBIOL01	New drying / separation technology based on liquid biomass	New drying / separation technology based on liquid biomass						
ICHDRYBIOL02	Advanced drying / separation technology based on liquid biomass	Advanced drying / separation technology based on liquid biomass						
ICHDRYBIOS	drying / separation technology based on solid biomass	drying / separation technology based on solid biomass						
ICHDRYBIOS01	New drying / separation technology based on solid biomass	New drying / separation technology based on solid biomass						
ICHDRYBIOS02	Advanced drying / separation technology based on solid biomass	Advanced drying / separation technology based on solid biomass						
ICHDRYELC	drying / separation technology based on electricity	drying / separation technology based on electricity						
ICHDRYELC00	Existing drying / separation technology based on electricity	Existing drying / separation technology based on electricity						
ICHDRYELC01	New drying / separation technology based on electricity	New drying / separation technology based on electricity						
ICHDRYELC02	Advanced drying / separation technology based on electricity	Advanced drying / separation technology based on electricity						
ICHDRYHCO	drying / separation technology based on coal	drying / separation technology based on coal						
ICHDRYHCO01	New drying / separation technology based on coal	New drying / separation technology based on coal						
ICHDRYHCO02	Advanced drying / separation technology based on coal	Advanced drying / separation technology based on coal						
ICHDRYHDG	drying / separation technology based on hydrogen	drying / separation technology based on hydrogen						
ICHDRYHDG01	New drying / separation technology based on hydrogen	New drying / separation technology based on hydrogen						
ICHDRYHDG02	Advanced drying / separation technology based on hydrogen	Advanced drying / separation technology based on hydrogen						
ICHDRYHFO	drying / separation technology based on heavy fuel oil	drying / separation technology based on heavy fuel oil						
ICHDRYHFO01	New drying / separation technology based on heavy fuel oil	New drying / separation technology based on heavy fuel oil						
ICHDRYHFO02	Advanced drying / separation technology based on heavy fuel oil	Advanced drying / separation technology based on heavy fuel oil						
ICHDRYLFO	drying / separation technology based on light fuel oil	drying / separation technology based on light fuel oil						
ICHDRYLFO01	New drying / separation technology based on light fuel oil	New drying / separation technology based on light fuel oil						
ICHDRYLFO02	Advanced drying / separation technology based on light fuel oil	Advanced drying / separation technology based on light fuel oil						
ICHDRYNGA	drying / separation technology based on natural gas	drying / separation technology based on natural gas						
ICHDRYNGA01	New drying / separation technology based on natural gas	New drying / separation technology based on natural gas						
ICHDRYNGA02	Advanced drying / separation technology based on natural gas	Advanced drying / separation technology based on natural gas						
ICHDRYSTM	"drying / separation technology based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)"	"drying / separation technology based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)"						
ICHDRYSTM00	"Existing drying / separation technology based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)"	"Existing drying / separation technology based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)"						
ICHDRYSTM01	"New drying / separation technology based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)"	"New drying / separation technology based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)"						
ICHHTH	High temperature heat for the other chemicals subsector	High temperature heat for the other chemicals subsector						
ICHHTHELC	high-temperature heat technology based on electricity 	high-temperature heat technology based on electricity 						
ICHHTHELC00	Existing high-temperature heat technology based on electricity 	Existing high-temperature heat technology based on electricity 						
ICHHTHELC01	New high-temperature heat technology based on electricity 	New high-temperature heat technology based on electricity 						
ICHHTHHCO	high-temperature heat technology based on coal	high-temperature heat technology based on coal						
ICHHTHHCO00	Existing high-temperature heat technology based on coal	Existing high-temperature heat technology based on coal						
ICHHTHHCO01	New high-temperature heat technology based on coal	New high-temperature heat technology based on coal						
ICHHTHHDG	high-temperature heat technology based on hydrogen	high-temperature heat technology based on hydrogen						
ICHHTHHDG01	New high-temperature heat technology based on hydrogen	New high-temperature heat technology based on hydrogen						
ICHHTHHFO	high-temperature heat technology based on heavy fuel oil	high-temperature heat technology based on heavy fuel oil						
ICHHTHHFO01	New high-temperature heat technology based on heavy fuel oil	New high-temperature heat technology based on heavy fuel oil						
ICHHTHLFO	high-temperature heat technology based on light fuel oil	high-temperature heat technology based on light fuel oil						
ICHHTHLFO01	New high-temperature heat technology based on light fuel oil	New high-temperature heat technology based on light fuel oil						
ICHHTHNGA	high-temperature heat technology based on natural gas / biomethane	high-temperature heat technology based on natural gas / biomethane						
ICHHTHNGA01	New high-temperature heat technology based on natural gas / biomethane	New high-temperature heat technology based on natural gas / biomethane						
ICHHVCFTB	Fischer-Tropsch naphtha steam cracker (with biomass) for the production of high value chemicals	Fischer-Tropsch naphtha steam cracker (with biomass) for the production of high value chemicals						
ICHHVCFTB01	New Fischer-Tropsch naphtha steam cracker (with biomass) for the production of high value chemicals	New Fischer-Tropsch naphtha steam cracker (with biomass) for the production of high value chemicals						
ICHHVCFTC	Fischer-Tropsch naphtha steam cracker (with coal) for the production of high value chemicals	Fischer-Tropsch naphtha steam cracker (with coal) for the production of high value chemicals						
ICHHVCFTC01	New Fischer-Tropsch naphtha steam cracker (with coal) for the production of high value chemicals	New Fischer-Tropsch naphtha steam cracker (with coal) for the production of high value chemicals						
ICHHVCSC	steam cracker for the production of high value chemicals	steam cracker for the production of high value chemicals						
ICHHVCSC00	Existing steam cracker for the production of high value chemicals	Existing steam cracker for the production of high value chemicals						
ICHHVCSCE	ethane steam cracker for the production of high value chemicals	ethane steam cracker for the production of high value chemicals						
ICHHVCSCE01	New ethane steam cracker for the production of high value chemicals	New ethane steam cracker for the production of high value chemicals						
ICHHVCSCN	oil naphtha steam cracker for the production of high value chemicals	oil naphtha steam cracker for the production of high value chemicals						
ICHHVCSCN01	New oil naphtha steam cracker for the production of high value chemicals	New oil naphtha steam cracker for the production of high value chemicals						
ICHHVCSCO	oil byproduct catalytic cracker for the production of high value chemicals	oil byproduct catalytic cracker for the production of high value chemicals						
ICHHVCSCO01	New oil byproduct catalytic cracker for the production of high value chemicals	New oil byproduct catalytic cracker for the production of high value chemicals						
ICHHVCSCQB	steam cracker with post-combustion CCS with biomass boiler for the production of high value chemicals	steam cracker with post-combustion CCS with biomass boiler for the production of high value chemicals						
ICHHVCSCQB01	New steam cracker with post-combustion CCS with biomass boiler for the production of high value chemicals	New steam cracker with post-combustion CCS with biomass boiler for the production of high value chemicals						
ICHHVCSCQG	steam cracker with post-combustion CCS with natural gas boiler for the production of high value chemicals	steam cracker with post-combustion CCS with natural gas boiler for the production of high value chemicals						
ICHHVCSCQG01	New steam cracker with post-combustion CCS with natural gas boiler for the production of high value chemicals	New steam cracker with post-combustion CCS with natural gas boiler for the production of high value chemicals						
ICHHVCSCQH	steam cracker with post-combustion CCS utilising process excess heat for the production of high value chemicals	steam cracker with post-combustion CCS utilising process excess heat for the production of high value chemicals						
ICHHVCSCQH01	New steam cracker with post-combustion CCS utilising process excess heat for the production of high value chemicals	New steam cracker with post-combustion CCS utilising process excess heat for the production of high value chemicals						
ICHHVCSCQN	steam cracker with post-combustion CCS with NGCC generator for the production of high value chemicals	steam cracker with post-combustion CCS with NGCC generator for the production of high value chemicals						
ICHHVCSCQN01	New steam cracker with post-combustion CCS with NGCC generator for the production of high value chemicals	New steam cracker with post-combustion CCS with NGCC generator for the production of high value chemicals						
ICHLTH	Low temperature heat for the other chemicals subsector	Low temperature heat for the other chemicals subsector						
ICHLTHBIOG	low-temperature heat  technology based on biogas	low-temperature heat  technology based on biogas						
ICHLTHBIOG01	New low-temperature heat  technology based on biogas	New low-temperature heat  technology based on biogas						
ICHLTHBIOG02	Advanced low-temperature heat  technology based on biogas	Advanced low-temperature heat  technology based on biogas						
ICHLTHBIOL	low-temperature heat  technology based on liquid biomass	low-temperature heat  technology based on liquid biomass						
ICHLTHBIOL01	New low-temperature heat  technology based on liquid biomass	New low-temperature heat  technology based on liquid biomass						
ICHLTHBIOL02	Advanced low-temperature heat  technology based on liquid biomass	Advanced low-temperature heat  technology based on liquid biomass						
ICHLTHBIOS	low-temperature heat  technology based on solid biomass	low-temperature heat  technology based on solid biomass						
ICHLTHBIOS01	New low-temperature heat  technology based on solid biomass	New low-temperature heat  technology based on solid biomass						
ICHLTHBIOS02	Advanced low-temperature heat  technology based on solid biomass	Advanced low-temperature heat  technology based on solid biomass						
ICHLTHELC	low-temperature heat  technology based on electricity	low-temperature heat  technology based on electricity						
ICHLTHELC00	Existing low-temperature heat  technology based on electricity	Existing low-temperature heat  technology based on electricity						
ICHLTHELC01	New low-temperature heat  technology based on electricity	New low-temperature heat  technology based on electricity						
ICHLTHELC02	Advanced low-temperature heat  technology based on electricity	Advanced low-temperature heat  technology based on electricity						
ICHLTHHCO	low-temperature heat  technology based on coal	low-temperature heat  technology based on coal						
ICHLTHHCO01	New low-temperature heat  technology based on coal	New low-temperature heat  technology based on coal						
ICHLTHHCO02	Advanced low-temperature heat  technology based on coal	Advanced low-temperature heat  technology based on coal						
ICHLTHHDG	low-temperature heat  technology based on hydrogen	low-temperature heat  technology based on hydrogen						
ICHLTHHDG01	New low-temperature heat  technology based on hydrogen	New low-temperature heat  technology based on hydrogen						
ICHLTHHDG02	Advanced low-temperature heat  technology based on hydrogen	Advanced low-temperature heat  technology based on hydrogen						
ICHLTHHFO	low-temperature heat  technology based on heavy fuel oil	low-temperature heat  technology based on heavy fuel oil						
ICHLTHHFO01	New low-temperature heat  technology based on heavy fuel oil	New low-temperature heat  technology based on heavy fuel oil						
ICHLTHHFO02	Advanced low-temperature heat  technology based on heavy fuel oil	Advanced low-temperature heat  technology based on heavy fuel oil						
ICHLTHLFO	low-temperature heat  technology based on light fuel oil	low-temperature heat  technology based on light fuel oil						
ICHLTHLFO01	New low-temperature heat  technology based on light fuel oil	New low-temperature heat  technology based on light fuel oil						
ICHLTHLFO02	Advanced low-temperature heat  technology based on light fuel oil	Advanced low-temperature heat  technology based on light fuel oil						
ICHLTHNGA	low-temperature heat  technology based on natural gas	low-temperature heat  technology based on natural gas						
ICHLTHNGA01	New low-temperature heat  technology based on natural gas	New low-temperature heat  technology based on natural gas						
ICHLTHNGA02	Advanced low-temperature heat  technology based on natural gas	Advanced low-temperature heat  technology based on natural gas						
ICHLTHSTM	"low-temperature heat  technology based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)"	"low-temperature heat  technology based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)"						
ICHLTHSTM00	"Existing low-temperature heat  technology based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)"	"Existing low-temperature heat  technology based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)"						
ICHLTHSTM01	"New low-temperature heat  technology based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)"	"New low-temperature heat  technology based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)"						
ICHMOT	Motor drive for the other chemicals subsector	Motor drive for the other chemicals subsector						
ICHMOTELC	electric motor technology	electric motor technology						
ICHMOTELC00	Existing electric motor technology	Existing electric motor technology						
ICHMOTELC01	New electric motor technology	New electric motor technology						
ICHMOTELC02	Advanced electric motor technology	Advanced electric motor technology						
ICHNEUOTH	"Demand commodity for the other non-energy fuel use (in PJ, everything apart from non-energy fuel use in ammonia and high value chemicals production)"	"Demand commodity for the other non-energy fuel use (in PJ, everything apart from non-energy fuel use in ammonia and high value chemicals production)"						
ICHNEUOTH00	Process representing the current other non-energy fuel use (everything apart from non-energy fuel use in ammonia and high value chemicals production)	Process representing the current other non-energy fuel use (everything apart from non-energy fuel use in ammonia and high value chemicals production)						
ICHNEUOTH01	Process representing the future other non-energy fuel use (everything apart from non-energy fuel use in ammonia and high value chemicals production)	Process representing the future other non-energy fuel use (everything apart from non-energy fuel use in ammonia and high value chemicals production)						
ICHOTH	Other energy services for the other chemicals subsector	Other energy services for the other chemicals subsector						
ICHOTHBIOG	generic process technology for other energy services based on biogas	generic process technology for other energy services based on biogas						
ICHOTHBIOG01	New generic process technology for other energy services based on biogas	New generic process technology for other energy services based on biogas						
ICHOTHBIOL	generic process technology for other energy services based on liquid biomass	generic process technology for other energy services based on liquid biomass						
ICHOTHBIOL01	New generic process technology for other energy services based on liquid biomass	New generic process technology for other energy services based on liquid biomass						
ICHOTHBIOS	generic process technology for other energy services based on solid biomass	generic process technology for other energy services based on solid biomass						
ICHOTHBIOS01	New generic process technology for other energy services based on solid biomass	New generic process technology for other energy services based on solid biomass						
ICHOTHELC	generic process technology for other energy services based on electricity	generic process technology for other energy services based on electricity						
ICHOTHELC00	Existing generic process technology for other energy services based on electricity	Existing generic process technology for other energy services based on electricity						
ICHOTHELC01	New generic process technology for other energy services based on electricity	New generic process technology for other energy services based on electricity						
ICHOTHHCO	generic process technology for other energy services based on coal	generic process technology for other energy services based on coal						
ICHOTHHCO01	New generic process technology for other energy services based on coal	New generic process technology for other energy services based on coal						
ICHOTHHDG	generic process technology for other energy services based on hydrogen	generic process technology for other energy services based on hydrogen						
ICHOTHHDG01	New generic process technology for other energy services based on hydrogen	New generic process technology for other energy services based on hydrogen						
ICHOTHHFO	generic process technology for other energy services based on heavy fuel oil	generic process technology for other energy services based on heavy fuel oil						
ICHOTHHFO01	New generic process technology for other energy services based on heavy fuel oil	New generic process technology for other energy services based on heavy fuel oil						
ICHOTHLFO	generic process technology for other energy services based on light fuel oil	generic process technology for other energy services based on light fuel oil						
ICHOTHLFO01	New generic process technology for other energy services based on light fuel oil	New generic process technology for other energy services based on light fuel oil						
ICHOTHNGA	generic process technology for other energy services based on natural gas / biomethane	generic process technology for other energy services based on natural gas / biomethane						
ICHOTHNGA01	New generic process technology for other energy services based on natural gas / biomethane	New generic process technology for other energy services based on natural gas / biomethane						
ICHOTHSTM	"generic process technology for other energy services based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)"	"generic process technology for other energy services based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)"						
ICHOTHSTM00	"Existing generic process technology for other energy services based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)"	"Existing generic process technology for other energy services based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)"						
ICHOTHSTM01	"New generic process technology for other energy services based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)"	"New generic process technology for other energy services based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)"						
ICHPRO	Process by-products from the high value chemicals production (used as input in CHP plants)	Process by-products from the high value chemicals production (used as input in CHP plants)						
ICHREF	Refrigeration for the other chemicals subsector	Refrigeration for the other chemicals subsector						
ICHREFEHFC	Exisitng refrigeration technology	Exisitng refrigeration technology						
ICHREFEHFC00	Exisitng refrigeration technology	Exisitng refrigeration technology						
ICHREFEHFC01	New refrigeration technology	New refrigeration technology						
ICHREFEHFO	"Advanced refrigeration technology (with HFO as refrigerant, less HFC emissions)"	"Advanced refrigeration technology (with HFO as refrigerant, less HFC emissions)"						
ICHREFEHFO01	"Advanced refrigeration technology (with HFO as refrigerant, less HFC emissions)"	"Advanced refrigeration technology (with HFO as refrigerant, less HFC emissions)"						
ICHSTM	Low-temperature steam/heat from CHP for the chemicals sector	Low-temperature steam/heat from CHP for the chemicals sector						
ICM	Cement (demand commodity)	Cement (demand commodity)						
ICMCLK	Clinker	Clinker						
ICMCLKD	"Dummy clinker (as input for precalciner, precalciner technology then produces actual clinker (ICMCLK))"	"Dummy clinker (as input for precalciner, precalciner technology then produces actual clinker (ICMCLK))"						
ICMCLKQR	"Dummy clinker (as input for CCS retrofit technologies, which then produces actual clinker (ICMCLK))"	"Dummy clinker (as input for CCS retrofit technologies, which then produces actual clinker (ICMCLK))"						
ICMGRIMIX	grinding and mixing technology	grinding and mixing technology						
ICMGRIMIX00	Existing grinding and mixing technology	Existing grinding and mixing technology						
ICMGRIMIX01	New grinding and mixing technology	New grinding and mixing technology						
ICMGRIMIX02	New grinding and mixing technology with increased clinker substituion	New grinding and mixing technology with increased clinker substituion						
ICMKLND	dry kiln without precalciner	dry kiln without precalciner						
ICMKLND00	Existing dry kiln without precalciner	Existing dry kiln without precalciner						
ICMKLND01	"New dry kiln, best available technology (BAT)"	"New dry kiln, best available technology (BAT)"						
ICMKLND02	New fluidised bed kiln	New fluidised bed kiln						
ICMKLNDPC	dry kiln with precalciner	dry kiln with precalciner						
ICMKLNDPC00	Existing dry kiln with precalciner	Existing dry kiln with precalciner						
ICMKLNOCQ	BAT kiln with Partial Oxy-combustion CCS	BAT kiln with Partial Oxy-combustion CCS						
ICMKLNOCQ01	BAT kiln with Partial Oxy-combustion CCS	BAT kiln with Partial Oxy-combustion CCS						
ICMKLNOCQR	CCS retrofit technology for exisitng kilns (partial oxy-combustion CCS)	CCS retrofit technology for exisitng kilns (partial oxy-combustion CCS)						
ICMKLNOCQR01	CCS retrofit technology for exisitng kilns (partial oxy-combustion CCS)	CCS retrofit technology for exisitng kilns (partial oxy-combustion CCS)						
ICMKLNPCQ	BAT kiln with MEA Post-combustion CCS	BAT kiln with MEA Post-combustion CCS						
ICMKLNPCQ01	BAT kiln with MEA Post-combustion CCS	BAT kiln with MEA Post-combustion CCS						
ICMKLNPCQ02	BAT kiln with KS-1 Post-combustion CCS	BAT kiln with KS-1 Post-combustion CCS						
ICMKLNPCQR	CCS retrofit technology for exisitng kilns (MEA Post-combustion CCS)	CCS retrofit technology for exisitng kilns (MEA Post-combustion CCS)						
ICMKLNPCQR01	CCS retrofit technology for exisitng kilns (MEA Post-combustion CCS)	CCS retrofit technology for exisitng kilns (MEA Post-combustion CCS)						
ICMKLNPCQR02	CCS retrofit technology for exisitng kilns (KS-1 Post-combustion CCS)	CCS retrofit technology for exisitng kilns (KS-1 Post-combustion CCS)						
ICMKLNSD	semi-dry kiln	semi-dry kiln						
ICMKLNSD00	Existing semi-dry kiln	Existing semi-dry kiln						
ICMKLNSW	semi-wet kiln	semi-wet kiln						
ICMKLNSW00	Existing semi-wet kiln	Existing semi-wet kiln						
ICMKLNWST	BAT kiln with increased waste utilisation 	BAT kiln with increased waste utilisation 						
ICMKLNWST01	BAT kiln with increased waste utilisation 	BAT kiln with increased waste utilisation 						
ICMKLNWST02	Fluidised bed kiln with increased waste utilisation 	Fluidised bed kiln with increased waste utilisation 						
ICMLOCARB	"Alternative cement production technology (low-carbon cement, representing technologies like Novacem, E-Crete, Celitement or Aether)"	"Alternative cement production technology (low-carbon cement, representing technologies like Novacem, E-Crete, Celitement or Aether)"						
ICMLOCARB01	"Alternative cement production technology (low-carbon cement, representing technologies like Novacem, E-Crete, Celitement or Aether)"	"Alternative cement production technology (low-carbon cement, representing technologies like Novacem, E-Crete, Celitement or Aether)"						
